platform,app,app_id,play_store_url,review_id,user_name,rating,text,language,date,thumbs_up,replied
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13230664556,يزيد جمعة,5,السعودية العظمى — أطلق مصرف في العالم افتحو حساباتكم فيه وحولو رواتبكم ومصالحكم عليه,ar,2025-10-06T03:00:04-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13226201374,Alwafer,5,تطبيق — التطبيق سهل ومرن متعدد الخدمات,ar,2025-10-05T02:42:02-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13218161390,صالح ال ال,5,شكرا لكم — ا,ar,2025-10-03T06:35:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13217448445,Althamer,5,Ali — Awesome,en,2025-10-03T03:14:49-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13214186473,omar sfd,1,مافي خيار تحديث هوية مع انها محدثة ولا تقدر تحول فاشل — مافي خيار تحديث هوية مع انها محدثة ولا تقدر تحول فاشل,ar,2025-10-02T08:30:45-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13211939360,Nalasbali,1,التطبيق معلق — بعد اخر تحديث التطبيق معلق ع صفحة العنوان مايفتح للدخول !,ar,2025-10-01T20:30:43-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13211605307,Ahmad Abdulwahid,5,Nice service — Good and quick services,en,2025-10-01T18:30:48-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13208557502,برانامج زبااااااالة,5,افضل بنك من ناحية التعامل والإجراءات السريعة — 😍,ar,2025-10-01T03:28:14-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13206721213,النسمة العليلة,5,Great App — Great Service,en,2025-09-30T16:27:10-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13200910699,Fto _zh,5,شكراً — أتمنى لكم المزيد من التقدم,ar,2025-09-29T08:45:23-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13195794723,MAN 20000,1,عميل — فرع طريق المدينة في جدة سيئ للغاية ولا يهتمون بوقت العملاء ولا يوجد به مدير,ar,2025-09-28T05:16:26-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13195601321,Abo ajlan,5,تطبيق غني عن التعريف شكرا للانماء — تطبيق غني عن التعريف شكرا للانماء,ar,2025-09-28T04:19:49-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13195008947,a7abak31,5,رائع — واضح كل الوضوح وسلس جداً,ar,2025-09-28T00:55:46-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13193342684,ابوماجد الهبيري,5,غرب الرياض العريجاء الغربي — 🫡,ar,2025-09-27T14:07:57-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13188193685,Khalil Ahmad Amin,5,vary good service — Excellent onlineService,en,2025-09-26T10:19:32-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13186779788,غادة ٨٨,5,غادة — تم,ar,2025-09-26T04:06:00-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13186481011,R19909,5,Very good — Very good,en,2025-09-26T02:25:26-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13175266235,بدرآن,5,. — ممتاز,ar,2025-09-23T10:29:27-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13174673938,جوميع,5,الرياض قرطبه — جو,ar,2025-09-23T07:49:42-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13172639441,عبدالسلام 𝟏𝟗𝟖𝟕,5,""" لا إله إلا الله وحده لا شريك له، له الملك وله الحمد و هو على كل شيء قدير "" — "" اللهم صلي على محمد وعلى آل محمد، كما صليت على إبراهيم وعلى آل إبراهيم إنك حميد مجيد، اللهم بارك على محمد وعلى آل محمد، كما باركت على إبراهيم وعلى آل إبراهيم إنك حميد مجيد """,ar,2025-09-22T20:03:08-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13168691636,فضل الكامل,5,فضل — التطبيق معلق,ar,2025-09-21T21:55:49-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13166910137,Bassem0,1,افشل تطبيق — افشل تطبيق,ar,2025-09-21T11:04:10-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13165464521,الفاتنو,5,شكراً لكم — الحمدلله ماقصرتو,ar,2025-09-21T04:49:41-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13160657692,Muneer Ameer,5,فرع ينبع — من افضل الفروع لبنك الانماء الموظفات عندهم رقي في التعامل وسرعة في انجاز العمل والتطبيق ممتاز جداً,ar,2025-09-20T03:06:33-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13154512045,أحمد خلف معلي,5,ممتاز — ممتاز,ar,2025-09-18T15:30:49-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13152140782,يعني التعليق لم يليق,5,التطبيق فيه مشكله عندي — لو تكرمتو,ar,2025-09-18T03:45:31-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13148991354,A.Sulltan,1,بنك حرامية — ماخذين مني فلوس تجديد بطاقة وانا ما استخدمتها وملغيها واكلمهم يقولون راحت عليك خلاص !! وش الهبل ذا,ar,2025-09-17T08:29:06-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13144861916,MANICKAM 07,5,MANICKAM — Bank For Next Generation,en,2025-09-16T08:34:45-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13142764405,Faris.M.Q,1,اذا نقلت على جهاز جديد ما عاد يشتغل التطبيق — يطلب منك توثيق الجهاز واذا وثقته يرجعك للصفحه الرئيسيه لتسجيل الدخول ويطلب التوثيق ، اكتب هنا لانهم ما حطوا دعم فني بالتطبيق,ar,2025-09-15T19:40:57-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13139757055,مشاري mF,1,بنك نظامه بدائي — دخلت حسابي طلب مني تجديد السجل التجاري والسجل التجاري مجدد ورفض عن طريق الموقع يجدده اتصلت على خدمة العملاء يرد الموظف يقول روح الفرع جدد يدوي !!!!؟؟؟ البنك جدا بعيد عني بدائييين جدا الله المستعان الله يرزقهم بمسؤول تقني يخدم الناس عن بعد ويريحنا من الزحام والحر,ar,2025-09-15T02:23:39-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13136539426,AL.FallataH,5,سعديه فلاته — التطبيق ممتاز,ar,2025-09-14T06:30:46-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13135739854,توليب5,5,الانماء — تطبيق رائع,ar,2025-09-14T01:58:40-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13131331707,مازن ثابت,5,جدة — الي الامام,ar,2025-09-12T23:49:20-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13129958366,Honest Writer's !!,5,Best banking app — excellent app ! thanks,en,2025-09-12T14:31:35-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13125340510,💚🇸🇦KSA,1,"Subject: Complaint Regarding Delayed Transfers at Alinma Bank — Dear Alinma Bank Customer Service,

I am writing to file a complaint regarding the continuous delays I face when making transfers through your bank. The funds usually arrive after a very long time, which is extremely inconvenient and unprofessional.

Such delays are unacceptable, especially in financial services where reliability and efficiency are essential. Unfortunately, this has caused me to lose confidence in the quality of your services.

I kindly request that you take immediate action to resolve this issue and ensure faster processing of transfers. Otherwise, I will have no choice but to consider moving my business to another bank.",en,2025-09-11T09:38:49-07:00,1,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13124167188,اللوز ١,5,اللوز — بتوفيق,ar,2025-09-11T03:34:34-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13117482224,الشنفره الأزدي,1,تطبيق لا يسفد منه — هذا التطبيق غير جيد ولا يستفاد منه وسيتم الاستغناء عن خدماتهم انشاء الله,ar,2025-09-09T07:52:39-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13112727743,another tyga,1,Suddenly stopped working — It’s not working 40% of the time,en,2025-09-08T02:18:06-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13106517505,iDanny777,5,Grateful — So far i’m happy and satisfied with your services. Thank you Alinma Bank.,en,2025-09-06T10:37:41-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13100918296,:;;hjjjj,5,سهل الاستخدام وسرعة الإنجاز وسهولة العمل فيه — ممتاز انصح فيه,ar,2025-09-05T02:17:00-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13097892986,عضو ب الداخلية,5,ممتاز — مونتاز,ar,2025-09-04T06:53:23-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13097679858,uytags,1,"تسجيل الدخول — بعد التحديث الاخير ماعاد صار يمديني ادخل على التطبيق ومو اول مره للاسف.

ورقم الشكاوي مو للشكاوي بل استكمال للخدمات يعني لازم اروح البنك عشان اتواصل معاهم.",ar,2025-09-04T05:50:47-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13095414572,Raed ashour,1,مشكلة سماح الموقع — عندما افتح التطبيق وبالرغم من ان الاعدادات تسمح لهم بمشاهدة موقعي الا انه تاتيني رسالة السماح بمشاركة الموقع ولا يدخلني التطبيق!! ما اعرف الين متى وتنزل تحديثات بدون ما يتم حل المشكلة,ar,2025-09-03T14:20:14-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13095148046,Roman madini,1,Very bad — It doesn’t work most of the time. Especially when you really need to do something. I recommend having other banks just incase.,en,2025-09-03T12:38:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13090798572,Dark soldiers,5,"Good banking, but best banking — Good banking, but best banking",en,2025-09-02T09:39:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13089381623,Id mussa1420,1,التطبيق — يعلق واجد,ar,2025-09-02T02:06:18-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13085101752,Nourshh,2,شهادة بيانات العميل — خدمة شهادة بيانات العميل لا تعمل بالتطبيق,ar,2025-08-31T23:20:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13083126096,Nev_21,5,يعطيكم العافيه — تطبيق مرن وسهل,ar,2025-08-31T10:11:23-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13066289516,Mohd 07,3,تحسين اداء — في كل مره يطلب مني تسجيل الجهاز من جديد  ولا بد من اتصال البنك لتآكيد الجهاز. وهذا مما يعكر على المستخدم.,ar,2025-08-27T04:50:05-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13063325800,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘A,5,من افضل البنوك وافضل التطبيقات تطبيق الانماء كل ما تحتاجه موجود في التطبيق يستهل 10نجمة — يستهل 10نجمة بس جتني رساله تم الفوز وسوف يتم الاتصال بك ولا فزت ههههه  عرف حظي انا,ar,2025-08-26T09:15:51-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13058972753,Hdjdhgsjjehdjjrhegd,1,مم — سيى جداً حاولت افتح حساب ويقول اني مسجل واصلن ماقد سجلت عندهم,ar,2025-08-25T07:06:58-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13053568761,تىة,1,يالله ترزقني برصيد الي فالصوره — ا,ar,2025-08-23T22:17:52-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13048040884,Medo A,5,اسهل بنك — جميع الخدمات في التطبيق بيسر و سهولة,ar,2025-08-22T11:01:29-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13046190517,أحمد الخراز,5,سهل ومرن — رائع وسهل التعامل معه وكل الخدمات وافره.,ar,2025-08-22T00:53:01-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13044810145,ghmez,5,عنيزه - الفاخريه — شكراً لمصرف الانماء تستاهلون اعلى تقييم ***********,ar,2025-08-21T15:00:59-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13042428495,دودي الحربي ي,5,سي — مره لا بصراحه,ar,2025-08-21T01:43:32-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13041624898,Hashim……….,1,"Mobile app I can’t login — I am open new account but mobile app install, but I can’t login",en,2025-08-20T19:51:22-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13040029278,الظراغغيممغل,5,متميز التطبيق وسهل — 👍🏻,ar,2025-08-20T09:53:27-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13034655593,ابوحورss,1,خميس مشيط — اسواء تعامل وخدمة مع العملاء بفرع خميس مشيط ولم تحل المشكلة حسبي الله ونعم الوكيل,ar,2025-08-19T02:46:33-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13033808321,منسرابيصي,5,التطبيق — تطبيق جداً ممتاز ممتاز,ar,2025-08-18T20:46:40-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13019447546,أبو علي القحطاني,5,خدمات إلكترونية مميزة — خدمات إلكترونية مميزة,ar,2025-08-15T07:41:20-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13018760521,سعوودى,5,الدمام الشعله — سهولة التطبيق للوصول إلى الخدمات,ar,2025-08-15T04:28:45-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13018448624,زكريا ابو يحيى,5,سهل الاستخدام — سهل الاستخدام,ar,2025-08-15T02:43:34-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13013031584,ابو عبدالعزيز. الرياض,5,"الرياض. حي الربوة — عند اجراء اي عملية داخل التطبيق اقابل خدمة سريعة ومتقنه
وهذا يثبت لي كعميل مدى جودة خدمات مصرف الانماء. تحياتي لكم.",ar,2025-08-13T18:57:46-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13011728745,مستاء من التعامل,1,التطبيق ممتاز — البنك سيء للغايه. لا ينصح بالتعامل معه.  خدمه عملاء غير محترفه  تبخل بالجهد لإعطاء اي معلومات.  طريقه الكلام مستفزه,ar,2025-08-13T11:02:11-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13009994157,jshveueudb,1,لا أنصح — تطبيق مليء بالصور والشتات وعدم الوضوح والترتيب! الرجاء إعادة التطبيق القديم المركب الجميل.,ar,2025-08-13T02:12:18-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13006807148,Amal_1985,5,تجربتي — من افضل تطبيقات البنوك المحلية,ar,2025-08-12T06:03:55-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13006726992,Salmon_king1,1,اخطاء في التطبيق — هناك اخطاء في الاصدار الحالي كلما اقوم بتسجيل دخول يعطيني Error ويقول لي لا يمكن استرداد بياناتك,ar,2025-08-12T05:40:15-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13005212646,qae sb,5,Alinma — Wonderful banking,en,2025-08-11T19:49:25-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,13000205096,Abdu188,5,مميز — تجربة سهله حتى ندخل السحب,ar,2025-08-10T12:56:19-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12999000417,Doo1991,1,التطبيق سيء و يعلق إذا اخترت اني ما ابغى بطاقة !! — ليش كذا ما ابغى بطاقة يعلق و تعطلون المسلمين !!!,ar,2025-08-10T06:43:54-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12996008267,درب الهنا,5,تطبيق سهل ومريح — تطبيق سهل ومريح,ar,2025-08-09T11:17:11-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12994791740,روح سعودي,5,ممتاز وافضل بنك بالنسبه لي واوصي فيه — ممتاز جدا,ar,2025-08-09T05:11:59-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12989311891,saud383,1,"Technical issue — The app doesn't function when I'm connected to Wi-Fi; it freezes on the home page. However, it works fine when I'm connected to a cellular network. I've tested it multiple times on different Wi-Fi networks, and this issue has occurred for about a week now.",en,2025-08-07T19:07:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12983701856,ماجد بن منصور,5,بنك الإنماء يسعدك — بنك ولا أروع منه بصراحة كل شي بضغطة زر,ar,2025-08-06T09:44:34-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12980666816,عفرني,1,تطبيق ماشششش مانصح بني ادم فيه — ابو تطبيقكم **** ما تستاهلون نجمه بس بالقوه,ar,2025-08-05T15:34:40-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12980249066,Xcrwpq,1,له شهر البرنامج معلق معي!! — ليه كل ما اجي ابغا اسجل يقولي اني مشغل Vpn وانا مو مشغل!! ومايدخلني حسابي حاولت اكثر من 10 مرات على فترات ايام مختلفة ! برنامج سيء,ar,2025-08-05T12:57:57-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12974093447,fahad97045,5,خدمه — خدمه جيده ممتازه,ar,2025-08-04T01:53:18-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12971347911,Abdullah alatwi 112,1,بنك سيء — بنك سيء جدا ونصابين,ar,2025-08-03T08:21:08-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12970919405,Essaaaaam,5,Improving — The app is much better than before,en,2025-08-03T06:16:33-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12967219242,أبو سعد B,5,وسط المملكه العربيه السعوديه — تعاملهم معي وغيري بكل ماهو ممتاز …,ar,2025-08-02T07:17:47-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12963636381,Sam bus 23,5,بنك مميز — التطبيق جدا سهل ومرن و امن جدا جدا,ar,2025-08-01T09:18:16-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12963509918,سوووووما,5,سهام — خدمات بنك الإنماء رائعه وممتازه جدا,ar,2025-08-01T08:42:34-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12962834306,ابوخالد نايف الشمري,5,الرياض حي السعاده — سهوله في الاستخدام الامثل وسرعه بالانجاز وجميع الخدمات موجوده,ar,2025-08-01T05:36:43-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12958695260,sf123ad12nm,1,٠٠٠000 — اخس تعامل ومايردو على الاتصال والموقع على طول معلق حتى جزء من نجمه مايستاهل,ar,2025-07-31T05:42:16-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12957424635,AtmKiller7,5,تحديث ٣١/٧/٢٠٢٥ — تحديث خرافي ونقلة نوعية في التطبيق بخدمات اضافية غير مسبوقة 😍👏🏻,ar,2025-07-30T21:50:44-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12954079891,App_Reviewer_2020,1,Abusing and Dark Pattern — Advertising Alinma Products in a modal that DOES NOT GO AWAY unless you click “remind me later”. Clicking “Not interested” prompts the modal again and again and again. The only way to turn off the modal and actually use the app is to click “Remind me later”,en,2025-07-30T03:11:46-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12952926269,إ.فلمبان,3,التطبيق لا يعمل جيدا — التطبيق لا يقوم بعملية تحويل الاموال من حسابي,ar,2025-07-29T19:40:58-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12949465039,محمدحمودالحيدي,1,"كل يوم اراجع ولا شفت حل — كل يوم  وانا عندهم 
كل يوم ابتسامتنا تشرق لروئيتك  تفائل فهناك مصرف يتفهم احتياجاتك      
كل يوم اراجع ولا شفت حل",ar,2025-07-28T23:50:54-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12946512225,Vi1727,1,Iu — حركة الجهاز الموثوق غبيه كل ما ادخل التطبيق يطلب مني اعيد توثيق جهازي وما اقدر اسوي اي خدمه الا بعد 24 ساعه من اضافة الجهاز!!!!!,ar,2025-07-28T06:17:39-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12946167533,لم يتم الرد على العملا,5,سهولة الاستخدام — تطبيق ممتاز ومميز,ar,2025-07-28T04:30:06-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12945970366,athora2007,5,حي السلام/شارع محمد بن سحنون * — شكرا,ar,2025-07-28T03:19:57-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12942912424,wael almaimani,5,👍🏼 — 👍🏼,ar,2025-07-27T07:59:33-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12942234378,أبو سفيانو,5,تعامل راقي — تعامل موظفي وموظفات راقي مفهوميه وتغطيه عاليه,ar,2025-07-27T04:31:50-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12942028784,أم تميم الحربي,5,من افضل البنوك — ❤️,ar,2025-07-27T03:16:35-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12938758356,AmjadHamed,5,Feedback — Perfect system.,en,2025-07-26T06:46:39-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12938617065,QASSM 41,5,المدينه — شكرا لكم,ar,2025-07-26T06:04:19-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12935632544,طلال بن عدوان,5,مراجعه — سهل وسريع,ar,2025-07-25T10:44:52-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12933149146,Wagahgh,5,عبدالرحمن — شكرًا على خدماتكم المميزة,ar,2025-07-24T20:20:01-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12927938041,Bsha90,1,"Not helping — I'm having an issue for a month now with a saving goal that i closed before but it's still taking my money for the goal 
And the bank isn't helping me thier only selotion is to update the app !!
The issue still nit resolved !!!",en,2025-07-23T12:44:37-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12925361100,Axzynmeb,5,Al Inma — Wonderful service of Al inma all the time,en,2025-07-22T22:25:10-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12923529111,ححححس,1,تطبيق جدًا سيء — تفتح تطبيق لي اجل دخول وتسجل رقم الحساب ورقم سري بعدة يطلب منك إثبات هوية الجوال طبعنا يعلق على رسالة  بعدها تكرار نفس العملية الي ماشاءلله,ar,2025-07-22T10:57:52-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12923322277,سايويت,1,Trust device prob — Trusted device call received many times but my mobile never got trusted and keep ask for new call 👎,en,2025-07-22T09:55:32-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12919813941,Mr Sweet.,5,Excellent work — Excellent service,en,2025-07-21T13:10:21-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12918490302,القطان نامل,5,من افضل البنوك — أوصي بشده في فتح حساب ادخار في البنك والتعامل معه,ar,2025-07-21T06:30:08-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12917993694,Maxy99999,5,يوجد مشكلة بالتطبيق — التطبيق لا يعمل بشكل جيد يمكن يحتاج تحديث المشكلة اليوم 21/7/2025,ar,2025-07-21T03:53:38-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12916549609,"layali,Mup",5,ممتاز — من افضل التطبيقات سهل الاستخدام وسرعه في الانجاز وواضح ويقدم حلول لكل شي,ar,2025-07-20T18:06:47-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12914207256,محمد بن إبراهيم,5,سهل الاستخدام — تطبيق واضح وسهل الاستخدام وإجراءات أمنية عالية وموثوقة .,ar,2025-07-20T04:51:43-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12907753404,Bnoo2023,5,التطبيق ممتاز وسريع ويخدمني شكرا لكم — ممتااااز,ar,2025-07-18T11:55:00-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12896226289,عمر لبان,5,ممتاز — افضل تطبيق,ar,2025-07-15T15:27:54-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12894300170,ward132,5,الرياض — شكرًا جزيلًا لخدمتكم الرائعة,ar,2025-07-15T05:12:09-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12893755342,عبدالله٨٩,1,ماعندي حساب — ادخل التطبيق ابي افتح حساب يقول عندك حساب اروح لنسيت كلمة المرور يقول رقمك متاح لفتح حساب لك عليه,ar,2025-07-15T01:52:46-07:00,0,False
App Store,Alinma App (Main),1668637683,https://apps.apple.com/sa/app/id1668637683,12890424777,سئ جدا ،،،,4,A vibration in the application — There is a vibration in the application when typing the password,en,2025-07-14T05:28:51-07:00,0,False
